asv	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_03731	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03732	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	NA
ASV_03733	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	PS1 clade	NA	NA
ASV_03734	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Eionea	NA
ASV_03735	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
ASV_03736	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_03737	Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus	NA
ASV_03738	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_03739	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03740	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03741	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	NA	NA
ASV_03742	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
ASV_03743	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_03744	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	NA	NA	NA	NA
ASV_03745	Bacteria	Pseudomonadota	Gammaproteobacteria	AT-s2-59	NA	NA	NA
ASV_03746	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_03747	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03748	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_03749	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pseudahrensia	NA
ASV_03750	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_03751	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	NA	NA
ASV_03752	Bacteria	Chloroflexota	JG30-KF-CM66	NA	NA	NA	NA
ASV_03753	Bacteria	Chloroflexota	TK30	NA	NA	NA	NA
ASV_03754	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_03755	Bacteria	Myxococcota	Polyangiia	NA	NA	NA	NA
ASV_03756	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	NA	NA
ASV_03757	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_03758	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV_03759	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_03760	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	NA
ASV_03761	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03762	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03763	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	NA	NA
ASV_03764	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis	Anderseniella	NA
ASV_03765	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
ASV_03766	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_03767	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA
ASV_03768	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cenarchaeum	NA
ASV_03769	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA	NA
ASV_03770	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV_03771	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Pontixanthobacter	NA
ASV_03772	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_03773	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_03774	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis	Bauldia	NA
ASV_03775	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter	NA
ASV_03776	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03777	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV_03778	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA
ASV_03779	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfogranum	NA
ASV_03780	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_03781	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceitalea	NA
ASV_03782	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	NA
ASV_03783	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV_03784	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_03785	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis	Bauldia	NA
ASV_03786	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03787	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_03788	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_03789	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	NA
ASV_03790	Bacteria	PAUC34f	NA	NA	NA	NA	NA
ASV_03791	Bacteria	Pseudomonadota	Gammaproteobacteria	HOC36	NA	NA	NA
ASV_03792	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	NA	NA	NA
ASV_03793	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
ASV_03794	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_03795	Bacteria	Pseudomonadota	Alphaproteobacteria	Kordiimonadales	NA	NA	NA
ASV_03796	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_03797	Bacteria	Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA	NA
ASV_03798	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	NA
ASV_03799	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella	NA
ASV_03800	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
ASV_03801	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA	NA
ASV_03802	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA
ASV_03803	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
ASV_03804	Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus	NA
ASV_03805	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureisphaera	NA
ASV_03806	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	NA
ASV_03807	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	NA	NA
ASV_03808	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_03809	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_03810	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_03811	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_03812	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_03813	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
ASV_03814	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	NA
ASV_03815	Bacteria	Cyanobacteriota	Cyanobacteriia	NA	NA	NA	NA
ASV_03816	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_03817	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	NA
ASV_03818	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium	NA
ASV_03819	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
ASV_03820	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_03821	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_03822	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
ASV_03823	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_03824	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Fuscovulum	NA
ASV_03825	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	DEV007	NA	NA
ASV_03826	Bacteria	Pseudomonadota	Gammaproteobacteria	AT-s2-59	NA	NA	NA
ASV_03827	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_03828	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV_03829	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_03830	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_03831	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV_03832	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_03833	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV_03834	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV_03835	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	NA	NA	NA
ASV_03836	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV_03837	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03838	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_03839	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA	NA
ASV_03840	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_03841	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_03842	Bacteria	Chloroflexota	Dehalococcoidia	SAR202 clade	NA	NA	NA
ASV_03843	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingopyxis	NA
ASV_03844	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_03845	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	NA
ASV_03846	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03847	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV_03848	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_03849	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV_03850	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_03851	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Lentimonas	NA
ASV_03852	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	NA	NA
ASV_03853	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_03854	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_03855	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_03856	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	NA
ASV_03857	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_03858	Bacteria	Chloroflexota	NA	NA	NA	NA	NA
ASV_03859	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_03860	Bacteria	Pseudomonadota	Alphaproteobacteria	Thalassobaculales	NA	NA	NA
ASV_03861	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_03862	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	NA
ASV_03863	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA	NA
ASV_03864	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
ASV_03865	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	NA
ASV_03866	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
ASV_03867	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
ASV_03868	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_03869	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_03870	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Filomicrobium	NA
ASV_03871	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_03872	Bacteria	Thermodesulfobacteriota	NA	NA	NA	NA	NA
ASV_03873	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_03874	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pseudahrensia	NA
ASV_03875	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Paraurantiacibacter	NA
ASV_03876	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03877	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_03878	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_03879	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_03880	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
ASV_03881	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_03882	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_03883	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_03884	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA10353 marine group	NA	NA	NA
ASV_03885	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	NA
ASV_03886	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
ASV_03887	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
ASV_03888	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	NA	NA
ASV_03889	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_03890	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_03891	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia	NA
ASV_03892	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_03893	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
ASV_03894	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
ASV_03895	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA	NA
ASV_03896	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sabulinigri
ASV_03897	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA
ASV_03898	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceitalea	NA
ASV_03899	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_03900	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	NA
ASV_03901	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_03902	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_03903	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_03904	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_03905	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_03906	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	NA
ASV_03907	Bacteria	Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystis	NA
ASV_03908	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_03909	Bacteria	Thermodesulfobacteriota	NA	NA	NA	NA	NA
ASV_03910	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_03911	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_03912	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_03913	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_03914	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03915	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	NA	NA
ASV_03916	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_03917	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03918	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	NA
ASV_03919	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV_03920	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_03921	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_03922	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
ASV_03923	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_03924	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_03925	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_03926	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_03927	Bacteria	Patescibacteria	ABY1	Candidatus Kerfeldbacteria	NA	NA	NA
ASV_03928	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	NA	NA
ASV_03929	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV_03930	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_03931	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	NA	NA
ASV_03932	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03933	Bacteria	Pseudomonadota	Gammaproteobacteria	pItb-vmat-80	NA	NA	NA
ASV_03934	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_03935	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_03936	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_03937	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	NA	NA	NA
ASV_03938	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03939	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	BRH-c57	NA
ASV_03940	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_03941	Bacteria	Pseudomonadota	Gammaproteobacteria	EC3	NA	NA	NA
ASV_03942	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_03943	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_03944	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	NA	NA
ASV_03945	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_03946	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	NA
ASV_03947	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Pelagicoccus	NA
ASV_03948	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_03949	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03950	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
ASV_03951	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
ASV_03952	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA	NA
ASV_03953	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_03954	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
ASV_03955	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_03956	Bacteria	Pseudomonadota	Gammaproteobacteria	EC3	NA	NA	NA
ASV_03957	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
ASV_03958	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_03959	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_03960	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV_03961	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
ASV_03962	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
ASV_03963	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA
ASV_03964	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	NA	NA	NA	NA
ASV_03965	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter	lacus
ASV_03966	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	Anaeromicrobium	NA
ASV_03967	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	NA	NA	NA	NA
ASV_03968	Bacteria	Chloroflexota	Dehalococcoidia	SAR202 clade	NA	NA	NA
ASV_03969	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA10353 marine group	NA	NA	NA
ASV_03970	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_03971	Bacteria	Chloroflexota	KD4-96	NA	NA	NA	NA
ASV_03972	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_03973	Bacteria	Thermodesulfobacteriota	NA	NA	NA	NA	NA
ASV_03974	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
ASV_03975	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_03976	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_03977	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_03978	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV_03979	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade	NA
ASV_03980	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	NA	NA
ASV_03981	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_03982	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_03983	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	NA
ASV_03984	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
ASV_03985	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_03986	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_03987	Bacteria	NB1-j	NA	NA	NA	NA	NA
