asv	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_09297	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_09298	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV_09299	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_09300	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09301	Bacteria	Pseudomonadota	NA	NA	NA	NA	NA
ASV_09302	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_09303	Bacteria	Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1	NA
ASV_09304	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_09305	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	DEV007	NA	NA
ASV_09306	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_09307	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Gigarickettsia	NA
ASV_09308	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_09309	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	NA
ASV_09310	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_09311	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	NA
ASV_09312	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV_09313	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	NA	NA
ASV_09314	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Pseudobacteriovorax	NA
ASV_09315	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_09316	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
ASV_09317	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV_09318	Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	NA	NA	NA
ASV_09319	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA	NA
ASV_09320	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_09321	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_09322	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	NA	NA
ASV_09323	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV_09324	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_09325	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09326	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia	NA
ASV_09327	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Rubidimonas	NA
ASV_09328	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_09329	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	carnosum
ASV_09330	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_09331	Bacteria	Pseudomonadota	Gammaproteobacteria	BD72BR169	NA	NA	NA
ASV_09332	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
ASV_09333	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_09334	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	koll11	NA	NA
ASV_09335	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	NA
ASV_09336	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_09337	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_09338	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
ASV_09339	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	OM27 clade	NA
ASV_09340	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_09341	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_09342	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_09343	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna	NA
ASV_09344	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV_09345	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter	NA
ASV_09346	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_09347	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesia	NA
ASV_09348	Bacteria	Cyanobacteriota	Vampirivibrionia	Caenarcaniphilales	NA	NA	NA
ASV_09349	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	NA
ASV_09350	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV_09351	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV_09352	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_09353	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peregrinibacteria	NA	NA	NA
ASV_09354	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptuniibacter	NA
ASV_09355	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter	NA
ASV_09356	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_09357	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_09358	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	NA	NA
ASV_09359	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_09360	Bacteria	Cyanobacteriota	Vampirivibrionia	Caenarcaniphilales	NA	NA	NA
ASV_09361	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09362	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_09363	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA	NA
ASV_09364	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_09365	Bacteria	Myxococcota	Polyangiia	UASB-TL25	NA	NA	NA
ASV_09366	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_09367	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	NA
ASV_09368	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	acidiphobus
ASV_09369	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA
ASV_09370	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Xenococcus PCC-7305	NA
ASV_09371	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09372	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV_09373	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_09374	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_09375	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09376	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09377	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA	NA
ASV_09378	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis	Anderseniella	NA
ASV_09379	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	NA	NA	NA
ASV_09380	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_09381	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_09382	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09383	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_09384	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pseudahrensia	NA
ASV_09385	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Midichloriaceae	NA	NA
ASV_09386	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA	NA
ASV_09387	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	NA
ASV_09388	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA	NA
ASV_09389	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_09390	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_09391	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV_09392	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV_09393	Bacteria	Gemmatimonadota	AKAU4049	NA	NA	NA	NA
ASV_09394	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_09395	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_09396	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfopila	NA
ASV_09397	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_09398	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_09399	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	NA
ASV_09400	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV_09401	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09402	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV_09403	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA	NA
ASV_09404	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_09405	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_09406	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_09407	Bacteria	Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	NA
ASV_09408	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
ASV_09409	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV_09410	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	OM27 clade	NA
ASV_09411	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Bradymonadales	NA	NA	NA
ASV_09412	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
ASV_09413	Bacteria	Planctomycetota	Phycisphaerae	S-70	NA	NA	NA
ASV_09414	Bacteria	Cyanobacteriota	Vampirivibrionia	Vampirovibrionales	NA	NA	NA
ASV_09415	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	NA	NA
ASV_09416	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	NA
ASV_09417	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	NA	NA	NA
ASV_09418	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_09419	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	NA	NA
ASV_09420	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_09421	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacterium	NA
ASV_09422	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09423	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	NA	NA
ASV_09424	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
ASV_09425	Bacteria	NA	NA	NA	NA	NA	NA
ASV_09426	Bacteria	Actinomycetota	Actinobacteria	KIST-JJY010	NA	NA	NA
ASV_09427	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09428	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA	NA
ASV_09429	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_09430	Bacteria	Acidobacteriota	Subgroup 26	NA	NA	NA	NA
ASV_09431	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_09432	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	NA
ASV_09433	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	NA
ASV_09434	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_09435	Bacteria	Pseudomonadota	Gammaproteobacteria	EC3	NA	NA	NA
ASV_09436	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	NA	NA	NA
ASV_09437	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA
ASV_09438	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_09439	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_09440	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV_09441	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_09442	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV_09443	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_09444	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_09445	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_09446	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_09447	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_09448	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV_09449	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	NA	NA
ASV_09450	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	NA
ASV_09451	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_09452	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseobacter clade NAC11-7 lineage	NA
ASV_09453	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09454	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_09455	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Methyloceanibacter	NA
ASV_09456	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_09457	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_09458	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_09459	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_09460	Bacteria	Chloroflexota	KD4-96	NA	NA	NA	NA
ASV_09461	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	NA	NA
ASV_09462	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_09463	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	NA	NA	NA
ASV_09464	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_09465	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pseudahrensia	NA
ASV_09466	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	NA	NA
ASV_09467	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
ASV_09468	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_09469	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_09470	Bacteria	Candidatus Kapabacteria	Kapabacteria	Kapabacteriales	NA	NA	NA
ASV_09471	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_09472	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_09473	Bacteria	Pseudomonadota	Gammaproteobacteria	EC3	NA	NA	NA
ASV_09474	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_09475	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudohalocynthiibacter	NA
ASV_09476	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_09477	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	NA	NA
ASV_09478	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09479	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV_09480	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA	NA
ASV_09481	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_09482	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	NA	NA
ASV_09483	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_09484	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV_09485	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_09486	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	NA	NA
ASV_09487	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_09488	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Colwellia	NA
ASV_09489	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_09490	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_09491	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	DEV007	NA	NA
ASV_09492	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_09493	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_09494	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_09495	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_09496	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09497	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV_09498	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	AB1	NA	NA
ASV_09499	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_09500	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV_09501	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA	NA
ASV_09502	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Rubritalea	profundi
ASV_09503	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_09504	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_09505	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_09506	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_09507	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_09508	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_09509	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	DEV007	NA	NA
ASV_09510	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA
ASV_09511	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Glaciecola	NA
ASV_09512	Bacteria	NA	NA	NA	NA	NA	NA
ASV_09513	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella	NA
ASV_09514	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	EC94	NA	NA
ASV_09515	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_09516	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_09517	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_09518	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	NA
ASV_09519	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	NA
ASV_09520	Bacteria	Pseudomonadota	Gammaproteobacteria	Beggiatoales	Leucotrichaceae	Cocleimonas	NA
ASV_09521	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_09522	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
ASV_09523	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	NA	NA	NA
