asv	plaqueX.llerch96.cb17A4	SG.CG15A2	SG.CG15A3	SG.CG15S1	SG.CG15S2	vmCB14A0	vmCB14S0	vmCB17S0	vmCB17S3	vmCB26A0	vmCB26S0	vmCB26S1	vmCB26S2	vmCB26S4	vmCB30A11	vmCB30S0	vmCB30S1	vmCC15S0	vmCC27S0	vmCC27S1	vmCG15A3	vmCG25S0	vmCG25S5	vmCP12S2	vmCP17S6	vmCP26A3	vmCP26S0	XlerchA10	XlerchA11	XlerchA12	XlerchB10	XlerchB11	XlerchB12	XlerchC10	XlerchC11	XlerchC12	XlerchD11	XlerchD12	XlerchE10	XlerchE11	XlerchE12	XlerchF10	XlerchF11	XlerchF12	XlerchG10	XlerchG11	XlerchG12	XlerchG9	XlerchH10	XlerchH11	XlerchH12	XlerchH9
ASV_00122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1507
ASV_00123	0	0	0	0	0	72	22	0	0	31	13	0	0	0	0	42	0	0	322	246	0	86	0	40	0	8	25	37	0	0	0	0	44	0	0	0	125	8	89	0	33	14	55	0	0	0	0	20	0	32	140	0
ASV_00124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1498	0	0	0	0	0	0	0
ASV_00125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	36	0	0	271	203	23	221	0	38	35	0	0	0	0	0	0	0	372	0	0	39	0	0	0	0	73	0	48	0	0	0	23	0	0	0	98	0
ASV_00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00127	0	0	140	0	0	0	0	0	0	0	0	35	7	112	6	53	0	7	0	0	24	0	0	624	0	0	0	0	0	0	7	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0
ASV_00128	18	0	0	0	0	0	20	0	0	365	0	0	30	0	25	0	0	0	0	0	17	79	0	15	0	37	4	0	0	6	0	0	0	0	56	0	0	0	0	0	59	0	0	0	55	0	4	48	54	589	8	0
ASV_00129	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	0	11	0	0	10	32	0	20	0	5	36	0	108	49	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	519	22	0	0	645
ASV_00130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00131	0	243	79	17	35	35	10	95	0	35	0	46	113	0	121	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	20	73	60	11	0	0	140	0	0	119	34	0	0	0	0	0	0	44	0	0
ASV_00132	0	11	0	0	0	0	0	69	0	12	20	0	0	300	0	0	0	98	6	0	0	229	0	0	8	0	0	98	0	0	284	0	0	0	8	0	0	5	0	0	0	0	0	97	171	0	0	0	0	41	0	0
ASV_00133	0	0	0	0	0	27	18	0	117	31	28	0	0	31	0	24	0	0	329	318	0	71	0	57	0	0	0	0	0	0	17	19	124	0	0	29	63	6	0	0	28	0	19	0	0	0	0	22	0	30	44	0
ASV_00134	0	986	15	0	0	47	29	0	0	0	78	68	0	0	0	0	0	11	7	0	5	0	62	0	0	0	96	0	0	0	20	0	0	0	0	0	0	0	0	0	0	5	21	0	0	0	0	0	0	0	0	0
ASV_00135	0	0	0	0	0	0	0	0	63	41	0	77	10	0	6	122	83	77	23	0	11	29	0	134	0	24	26	0	17	207	0	0	102	0	0	31	0	30	0	123	24	0	0	12	0	0	58	27	24	0	65	0
ASV_00136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1437	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	22	0	0	0	0	0	0	0	72	226	0	0	15	0	12	0	0	0	0	0	0	0	0	0	0	619	0	0	53	18	19	0	0	0
ASV_00140	149	38	84	0	49	0	21	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	89	0	50	25	27	0	0	0	0	0	76	0	0	0	0	0	0	0	0	31	38	0	541	0	40	32	0	113	0
ASV_00141	16	7	21	0	38	19	8	0	0	0	17	50	114	16	99	74	0	14	12	21	100	29	0	61	42	23	0	0	30	0	0	0	26	0	0	18	0	8	0	0	89	0	0	0	53	0	46	219	74	41	31	0
ASV_00142	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	86	0	0	0	955	0	0	0	0	0	0	0
ASV_00143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	24	0	0	237	0	0	0	0	0	0	0	194	0	0	35	0	264	0	0	382	0	0	0	161	0	49	0	0	0	0	0
ASV_00144	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	96	0	201	0	0	19	0	0	0	162	0	31	0	0	525	0	0
ASV_00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1329	0	0	0	0
ASV_00146	0	0	42	0	0	216	7	0	0	0	15	0	0	264	15	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	557	0	0	0
ASV_00147	0	6	0	0	5	16	0	0	0	181	0	0	50	0	43	0	0	0	0	0	41	0	0	0	0	0	0	0	0	896	0	0	0	0	0	0	0	0	17	0	0	0	31	0	0	0	0	15	0	0	0	0
ASV_00148	0	29	0	203	395	26	30	170	0	0	40	41	0	39	0	0	0	0	0	0	0	0	53	0	0	0	0	25	0	0	111	0	0	82	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0
ASV_00149	0	0	0	0	0	0	0	0	0	0	0	0	44	0	66	0	0	0	0	0	65	0	0	0	38	0	0	8	17	20	0	275	47	0	64	352	69	0	0	0	96	0	0	11	0	0	0	82	26	0	0	0
ASV_00150	0	0	0	0	0	0	34	0	0	0	0	32	0	539	0	61	127	21	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	4	0	0	0	0	72	0	0	349	6	0	0	0	0	0	0	0	0	0
ASV_00151	29	0	9	0	9	0	0	0	0	206	51	41	42	0	27	290	0	0	0	0	34	153	59	15	45	0	11	0	21	0	0	0	0	0	0	0	61	0	0	0	7	0	0	0	0	0	14	0	0	134	11	0
ASV_00152	0	0	0	0	9	0	7	0	0	85	0	0	0	0	0	34	0	31	0	9	0	60	0	80	51	40	57	15	0	0	12	0	34	0	0	0	100	9	0	11	25	17	0	0	9	0	12	52	0	66	15	428
ASV_00153	0	0	12	22	47	41	19	0	211	32	24	44	19	22	36	44	0	0	42	0	35	28	0	45	21	38	51	20	0	0	41	22	0	10	28	0	22	0	0	0	0	0	44	15	19	0	0	129	18	29	25	0
ASV_00154	0	0	0	0	0	53	18	0	770	15	58	53	0	0	0	60	51	0	0	0	0	43	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0
ASV_00155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	100	0	0	0	357	0	201	0	0	447	0	0	0	0	0	11	0	0	0	0	0
ASV_00156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	56	0	100	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00157	23	0	11	0	0	88	81	0	0	0	73	55	9	0	7	39	0	0	0	0	11	0	0	0	0	26	29	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0	69	74	0	0	0	0	0	0	0	0
ASV_00158	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	0	0	0	75	0	0	21	0	0	4	0	0	0	0	246	0	0	46	0	20	0	0	333	0	0	0	320	0	44	0	0	67	34	0
ASV_00159	13	29	8	0	14	33	54	0	159	0	158	150	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	1	0	0	0	0	0	410	0	0	36	27	13	0	0	0	0	0	0	0	0
ASV_00160	0	0	1	315	0	0	0	0	19	0	68	0	0	507	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	177	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00161	0	0	46	0	49	0	0	0	0	42	57	0	26	0	40	0	0	20	0	0	39	0	0	9	18	57	217	52	110	0	10	0	0	0	0	0	24	26	0	0	26	22	0	25	76	0	42	85	58	21	13	0
ASV_00162	0	26	19	0	0	21	0	0	0	0	0	0	0	0	0	0	0	28	60	83	0	0	0	264	0	0	115	10	0	0	131	59	0	0	0	14	0	0	0	0	0	0	24	0	0	0	0	71	23	0	259	0
ASV_00163	0	36	0	0	0	48	51	0	0	0	0	20	0	0	0	0	0	27	83	51	0	0	0	88	0	25	0	7	0	0	0	0	0	34	0	0	0	0	207	0	0	126	48	9	0	0	249	0	0	0	87	0
ASV_00164	30	0	0	22	109	22	30	0	0	0	101	324	0	10	0	0	0	74	0	0	0	17	0	0	0	0	48	34	0	0	0	0	0	0	36	0	0	0	0	0	0	21	56	64	0	0	0	111	71	0	0	0
ASV_00165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168	0	0	0	0	0	0	0	0	0	0
ASV_00166	0	0	0	0	0	0	15	0	0	52	217	523	6	0	0	0	0	54	7	5	6	38	0	53	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	9	17	107	0	0
ASV_00167	50	0	0	0	25	0	0	0	0	149	0	0	39	0	51	0	0	0	0	0	58	24	0	44	0	28	48	11	0	0	0	0	0	0	31	0	0	0	0	0	0	39	0	31	0	0	0	346	27	103	61	0
ASV_00168	0	75	0	0	0	366	0	0	0	0	133	39	0	0	0	0	0	0	0	0	0	0	80	0	0	0	16	0	0	0	56	0	0	0	0	0	0	0	59	0	0	0	339	0	0	0	0	0	0	0	0	0
ASV_00169	0	0	0	0	0	30	14	0	0	0	61	62	37	0	43	34	167	63	0	0	56	19	0	12	0	0	0	0	0	0	8	24	0	0	0	0	0	0	0	367	0	0	22	61	0	0	0	40	22	0	0	0
ASV_00170	0	0	0	0	0	9	0	0	0	4	0	14	15	0	12	50	18	0	23	15	6	0	0	0	32	0	0	0	31	304	0	96	8	0	52	0	33	0	0	229	0	0	0	0	0	0	0	0	0	16	0	174
ASV_00171	0	0	12	0	0	448	26	0	0	0	0	0	0	8	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	479	0	0	0	0	0	156	0	0	0
ASV_00172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	0	0	0	0	0	8	0	0	27	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00174	0	0	0	7	34	0	0	0	0	28	21	95	29	0	63	80	0	44	0	0	70	61	0	30	20	0	18	38	0	0	14	0	122	8	0	0	0	0	0	0	23	0	8	49	20	0	26	128	33	22	32	0
ASV_00175	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	136	386	0	0	0	0	56	0	0	185	0	0	0	193	0	126	0	0	11	0	0
ASV_00176	53	0	71	0	0	0	15	0	0	0	50	79	21	57	21	0	0	8	26	16	20	0	0	76	0	16	76	0	0	0	136	0	0	0	0	0	0	0	25	0	0	0	22	0	0	0	0	227	39	0	62	0
ASV_00177	0	13	0	19	26	63	61	0	0	0	178	146	0	0	0	0	0	66	7	0	0	0	0	0	0	8	50	62	0	13	135	0	0	27	0	10	34	0	27	0	12	0	75	41	0	0	12	0	12	0	14	0
ASV_00178	0	0	0	0	0	363	0	0	0	0	47	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0
ASV_00179	0	0	8	0	0	0	0	0	0	0	0	0	0	0	23	54	0	0	134	98	10	102	0	4	0	0	0	15	121	0	0	0	0	0	12	0	84	35	379	0	0	0	0	0	0	0	0	0	0	14	0	0
ASV_00180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00181	0	0	0	0	0	0	0	0	0	24	0	0	71	0	79	0	0	0	0	0	66	17	0	12	0	0	0	0	16	0	0	0	0	0	603	0	0	75	0	0	0	10	0	0	0	0	5	11	50	27	15	0
ASV_00182	0	0	0	0	0	0	0	0	0	25	0	9	0	0	0	0	0	12	0	0	0	0	0	0	0	43	25	0	591	0	0	20	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	14	273	23	13	0
ASV_00183	0	20	189	13	53	270	72	0	0	0	0	0	9	0	30	0	0	0	0	0	41	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	258	0	0	0	0	0	0	0	0	0
ASV_00184	0	0	0	0	0	0	0	0	0	0	0	0	103	0	87	0	0	0	0	0	94	0	61	10	0	0	0	0	0	0	0	0	0	0	236	0	0	0	77	0	0	0	0	0	129	0	0	85	146	12	6	0
ASV_00185	98	0	0	0	0	0	0	0	0	17	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00186	79	9	0	0	65	0	106	0	0	0	13	0	0	42	0	0	5	86	29	29	0	0	66	0	0	0	0	202	0	0	0	0	87	16	0	0	43	0	0	0	0	7	0	141	0	0	0	0	0	0	0	0
ASV_00187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0
ASV_00188	0	0	0	0	0	16	0	0	0	21	60	117	0	151	0	159	0	6	73	73	0	50	0	63	0	0	0	55	13	0	0	0	0	0	0	0	46	0	63	0	0	0	17	0	13	0	0	0	0	18	0	0
ASV_00189	7	0	0	5	6	0	0	401	0	0	13	71	14	38	13	13	0	0	11	30	9	35	60	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	21	189	23	0	0	8	0	0	0	20	0	8	0	0
ASV_00190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	28	32	0	920	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_00191	0	52	0	365	140	0	0	0	0	0	0	107	0	0	0	0	0	0	0	17	0	0	0	14	0	1	1	0	0	0	0	0	0	80	0	0	0	12	0	0	0	67	0	0	0	155	0	0	0	0	0	0
ASV_00192	0	0	0	5	0	0	0	0	115	50	0	0	142	0	145	0	0	0	0	0	147	28	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	25	6	0	0	0	0	0	0	37	0	0
ASV_00193	12	0	0	10	0	13	20	0	159	15	20	151	40	0	51	71	0	21	16	32	40	21	22	8	0	10	0	24	157	0	0	0	0	8	0	0	0	0	0	0	0	0	21	0	0	0	19	17	0	23	0	0
ASV_00194	24	0	0	0	24	44	51	0	0	0	80	136	0	49	0	55	0	22	0	0	0	130	31	0	0	17	93	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	80	21	0	0	0	0	0	0	127	0
ASV_00195	0	0	71	190	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	59	0	0	177	34	32	0	0	103	0	0	113	0	0	0	0	0	0	0	0	0	48	0	0	0	71	0	0	36	0
ASV_00196	0	0	0	0	0	0	0	0	88	0	0	21	0	49	0	63	0	8	0	0	0	31	45	0	45	0	12	0	0	118	7	0	0	0	0	0	0	0	153	0	5	0	0	0	0	201	0	6	0	0	0	127
ASV_00197	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	69	143	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665
ASV_00198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	915	0
ASV_00199	133	37	158	0	0	0	0	211	116	0	48	0	0	0	0	26	0	23	0	0	0	10	0	0	0	0	0	74	0	6	0	0	1	0	0	2	0	0	0	0	4	0	0	75	12	0	0	0	0	7	30	0
ASV_00200	13	0	0	0	0	100	177	34	0	0	167	162	33	34	0	33	78	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	26	0	32	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
ASV_00201	15	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	230	0	10	31	0	0	0	0	0	0	18	22	0	0	151	0	128	0	0	89	0	0	0	178	0	17	12	33	0	18	0
ASV_00202	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	173	0	0	0	48	0	41	0	0	217	0	0	0	52	0	213	0	0	11	0	0
ASV_00203	0	0	0	0	0	0	0	0	18	0	276	400	0	0	0	0	81	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	9	0	0	0
ASV_00204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	87	0	0	0	0	0	0	0	83	0	0	0	0	701	0	0	13	0	0	0	0	0	26	0	0	0	0	0
ASV_00205	0	0	31	0	61	0	21	0	407	0	0	0	0	0	0	0	0	0	11	28	0	0	0	23	0	71	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	11	20	0	0	0	237	0	0	0	0
ASV_00206	0	0	0	0	0	7	69	0	108	0	51	0	0	182	0	140	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	21	0	0	0	0	0	0	0	0	0
ASV_00207	0	0	22	0	0	113	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	21	0	0	42	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	111	38	0	0	195	264	0	0	0	0
ASV_00208	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	42	671	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
ASV_00209	0	0	0	0	0	0	0	0	0	14	0	17	0	0	0	0	0	237	0	0	0	0	0	46	35	0	0	28	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	368	28	0	29	2	31	20	45	0
ASV_00210	0	0	16	0	0	15	0	0	0	0	0	11	0	0	12	0	0	18	13	0	16	0	0	20	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	33	0	11	0	0	0	0	157	16	0	0	553
ASV_00211	0	0	0	0	0	0	0	0	0	15	0	0	140	0	146	0	0	0	0	0	149	0	0	0	0	0	0	0	0	84	0	0	0	0	287	0	0	0	0	0	0	0	0	0	73	0	0	0	26	0	0	0
ASV_00212	45	81	111	0	0	0	0	0	0	0	0	0	0	0	0	65	49	56	0	0	0	0	161	0	0	0	96	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0
ASV_00213	0	0	0	9	23	0	0	0	0	0	41	76	35	0	35	0	0	48	0	49	33	58	0	0	78	0	0	70	0	0	14	0	78	0	0	37	36	0	56	0	0	0	0	0	41	0	0	55	0	0	34	0
ASV_00214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	105	0	32	0	0	0	0	587	0	0	48	0	0	0	0	0	50	0	0	0	0	0
ASV_00215	0	0	58	86	21	25	59	0	0	0	0	0	23	0	30	53	0	0	48	27	39	0	0	14	0	26	0	0	0	0	27	0	0	20	25	0	0	0	0	0	0	22	27	0	0	0	0	104	155	0	0	0
ASV_00216	0	0	0	0	14	30	16	0	53	0	150	87	0	94	0	16	0	0	44	45	0	33	0	8	0	26	81	0	0	0	17	53	0	0	0	0	0	0	0	0	0	16	24	0	0	0	0	0	5	0	67	0
ASV_00217	0	0	23	18	18	65	68	0	0	0	131	157	21	38	17	0	0	8	0	0	22	45	0	0	0	0	21	0	0	0	0	43	0	0	0	7	0	0	0	0	0	68	35	8	22	0	23	0	17	0	0	0
ASV_00218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	773	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0
ASV_00219	35	16	55	111	20	51	20	0	0	12	31	82	0	0	8	0	0	0	0	0	18	0	0	20	0	14	0	0	0	0	54	0	0	81	0	26	0	11	51	0	12	22	71	0	41	0	0	0	0	0	0	0
ASV_00220	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22	0	0	51	0	0	0	0	0	8	0	0	0	0	0	25	0	0	0	209	0	0	0	46	357	0	0
ASV_00221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859
ASV_00222	122	0	0	0	0	32	11	0	0	0	0	7	126	19	136	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	44	0	0	57	97	0	0	0	0	0	0	5	49	0	0	0	0	0	0	0	0	0
ASV_00223	0	0	0	0	11	0	0	0	0	0	42	78	0	0	0	0	0	95	103	54	0	0	0	0	0	0	199	0	0	0	119	0	0	22	0	0	21	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
ASV_00224	0	0	0	0	0	0	191	0	0	0	10	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826
ASV_00226	5	0	0	0	0	0	7	0	0	0	0	31	0	0	0	0	61	63	0	0	0	32	0	0	0	0	35	23	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	93	0	139	16	0	0	0	0	0
ASV_00227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	37	0	0	0	0	0	0	0	0	0	0	552	0	23	0	0	116	0	0	0	53	0	0	0	0	11	0	0
ASV_00228	0	114	0	0	221	101	59	0	0	0	0	0	0	0	0	0	0	27	0	11	0	0	33	0	0	0	0	0	0	0	0	0	0	45	0	0	0	21	0	0	0	0	72	44	25	0	0	32	0	0	0	0
ASV_00229	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	9	89	0	0	0	0	0	0	0	0	0	84	0	0	0	192	0	59	0	0	139	0	0	0	77	0	23	52	66	0	0	0
ASV_00230	20	22	138	154	20	0	0	0	0	0	0	0	14	0	17	0	0	0	0	0	31	0	0	32	0	0	114	0	0	0	14	0	0	101	0	0	0	0	0	0	0	31	0	0	0	0	0	0	8	0	83	0
ASV_00231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	6	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
ASV_00232	10	0	0	0	0	8	0	0	4	0	0	0	6	0	8	28	0	18	40	49	6	60	0	83	119	5	3	6	0	0	0	38	69	0	23	34	0	27	0	0	38	0	0	3	0	0	33	0	11	0	66	0
ASV_00233	359	0	150	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00234	0	0	24	0	0	156	0	0	0	0	0	0	0	94	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	187	0	0	0
ASV_00235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	8	0	0	0	0	0	0	0	0	48	0	70	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00236	0	0	32	8	15	82	94	134	0	0	0	0	0	0	0	0	0	33	23	27	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	196	54	41	0	0	0	0	9	0	0	0
ASV_00237	0	0	0	0	0	0	0	0	66	0	53	100	20	0	15	31	0	0	0	0	0	0	0	0	0	0	164	20	0	0	37	0	96	0	0	105	38	0	0	0	0	0	0	0	0	0	13	0	0	0	19	0
ASV_00238	0	24	0	23	6	0	0	0	0	0	0	0	0	0	0	0	0	10	55	36	0	0	0	0	0	19	383	28	0	0	107	0	0	34	0	0	0	0	0	0	0	11	0	40	0	0	0	0	0	0	0	0
ASV_00239	0	0	0	0	0	96	0	0	0	0	0	0	0	167	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0
ASV_00240	12	0	21	0	0	0	0	58	0	0	0	20	0	0	0	51	39	65	0	0	0	48	78	0	0	41	32	0	0	0	0	0	0	0	0	11	120	0	0	0	0	0	0	78	36	0	9	0	49	0	0	0
ASV_00241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759
ASV_00242	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	91	57	0	0	0	19	0	0	0	0	0	0	0	0	198	0	0	43	0	16	0	0	0	0	0	0	0	0	0	0	0	0	52	199
ASV_00243	21	0	0	0	0	0	14	0	0	68	35	74	57	18	66	0	0	0	0	0	80	0	0	18	0	0	18	0	0	104	0	0	42	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0
